date,amps(A),temp(F),dewpoint(F),humidity(%),wind,speed(mph),gust(mph),pressure(in),precip_rate(in),precip_accum(in)
2012-02-12 20:05:00,161.76,27.6,24.5,88,SSE,11,13,29,0,0
2012-02-12 20:15:00,168.66,27.2,24.4,89,SSE,13,16,29,0,0
2012-02-12 20:20:00,178,27.2,24.4,89,SSE,14,14,29,0,0
2012-02-12 20:30:00,174.2,27,24.5,90,SSE,13,14,29,0,0
2012-02-12 20:40:00,171.27,26.9,24.4,90,SSE,14,14,29,0,0
2012-02-12 20:45:00,165.52,26.9,24.6,91,SSE,15,17,29.01,0,0
2012-02-12 20:50:00,170.16,27,25,92,SSE,16,19,29.01,0,0
2012-02-12 21:00:00,174.1,27,25,92,SSE,16,16,29,0,0
2012-02-12 21:05:00,171.53,27,25,92,SSE,14,16,29,0,0
2012-02-12 21:15:00,170,27.2,25.2,92,SSE,13,15,29.01,0,0
2012-02-12 21:20:00,165.41,27.2,25.2,92,SSE,13,16,29.01,0,0
2012-02-12 21:25:00,161.53,27.2,25.2,92,SSE,14,16,29.01,0,0
2012-02-12 21:30:00,169.16,27,25.2,93,SSE,14,14,29.01,0,0
2012-02-12 21:35:00,161.25,27,25.2,93,South,15,16,29.01,0,0
2012-02-12 21:45:00,151.71,27,25.5,94,SSE,15,15,29.01,0,0
2012-02-12 21:50:00,150.44,27,25.5,94,South,14,14,29.01,0,0
2012-02-12 22:00:00,153.17,27,25.2,93,SSE,14,16,29.02,0,0
2012-02-12 22:10:00,154.77,26.9,25.1,93,South,16,18,29.02,0,0
2012-02-12 22:15:00,150.49,26.7,25.2,94,South,16,18,29.03,0,0
2012-02-12 22:25:00,153.32,26.4,24.9,94,South,14,15,29.03,0,0
2012-02-12 22:30:00,147.32,26.4,24.9,94,South,14,14,29.03,0,0
2012-02-12 22:40:00,146.95,26.3,24.8,94,South,12,12,29.03,0,0
2012-02-12 22:45:00,145.98,26.3,24.8,94,South,12,12,29.04,0,0
2012-02-12 22:55:00,148.08,26.4,24.9,94,South,12,13,29.04,0,0
2012-02-12 23:00:00,142.17,26.4,24.9,94,South,13,14,29.05,0,0
2012-02-12 23:10:00,146.17,26.4,24.9,94,South,13,13,29.05,0,0
2012-02-12 23:15:00,150.47,26.4,24.9,94,South,13,13,29.05,0,0
2012-02-12 23:20:00,144.02,26.4,24.9,94,South,13,13,29.05,0,0
2012-02-12 23:30:00,150.95,26.3,24.8,94,South,12,13,29.05,0,0
2012-02-12 23:40:00,149.98,26.1,24.6,94,South,11,12,29.05,0,0
2012-02-12 23:50:00,148.3,26.1,24.6,94,South,11,11,29.06,0,0
2012-02-12 23:55:00,142.96,26.1,24.6,94,South,11,11,29.06,0,0
2012-02-13 00:05:00,145.17,25.8,18.7,74,SE,15,15,28.96,0,0
2012-02-13 00:10:00,142.27,25.4,18.3,74,ESE,15,15,28.96,0,0
2012-02-13 00:20:00,143.64,25.3,18.5,75,ESE,13,16,28.96,0,0
2012-02-13 00:30:00,143.43,25.4,18.3,74,ESE,13,16,28.96,0,0
2012-02-13 00:35:00,139.43,25.8,18.7,74,ESE,13,13,28.96,0,0
2012-02-13 00:46:00,137.73,26,19.2,75,ESE,13,20,28.96,0,0
2012-02-13 00:55:00,137.03,25.8,18.3,73,ESE,15,16,28.96,0,0
2012-02-13 01:05:00,137.99,25.7,18.6,74,ESE,15,18,28.96,0,0
2012-02-13 01:15:00,138.52,25.8,18.7,74,ESE,15,17,28.96,0,0
2012-02-13 01:25:00,140.45,25.8,18.3,73,SE,16,16,28.96,0,0
2012-02-13 01:31:00,134.27,26,18.5,73,ESE,15,15,28.96,0,0
2012-02-13 01:40:00,129.4,25.6,18.5,74,East,14,16,28.96,0,0
2012-02-13 01:46:00,129.45,26.1,19.3,75,SE,12,12,28.95,0,0
2012-02-13 01:55:00,131.7,28.4,20.2,71,ESE,16,24,28.95,0,0
2012-02-13 02:00:00,137.77,28.5,20.3,71,ESE,17,19,28.95,0,0
2012-02-13 02:10:00,130.62,28.8,20.6,71,East,15,15,28.95,0,0
2012-02-13 02:15:00,133.1,28.4,20.2,71,ESE,14,16,28.96,0,0
2012-02-13 02:25:00,130.18,30,21.1,69,East,13,14,28.96,0,0
2012-02-13 02:31:00,131.87,30.1,20.5,67,ESE,12,12,28.96,0,0
2012-02-13 02:40:00,130.12,28.4,20.2,71,East,12,13,28.96,0,0
2012-02-13 02:45:00,131.54,28.1,20.2,72,ENE,8,11,28.96,0,0
2012-02-13 02:50:00,127.29,28.7,20.5,71,NNE,7,11,28.96,0,0
2012-02-13 03:01:00,131.22,30.6,21.3,68,ENE,7,11,28.96,0,0
2012-02-13 03:10:00,133.04,32.2,21.7,65,East,6,11,28.96,0,0
2012-02-13 03:16:00,135.98,32.4,21.9,65,ENE,5,6,28.95,0,0
2012-02-13 03:25:00,130.96,32.7,22.2,65,SE,4,6,28.95,0,0
2012-02-13 03:36:00,127.21,32.1,22,66,East,3,4,28.95,0,0
2012-02-13 03:45:00,129.44,32.2,22.1,66,ENE,3,5,28.94,0,0
2012-02-13 03:51:00,124.87,32.1,22,66,East,4,4,28.94,0,0
2012-02-13 04:00:00,124.65,32.5,21.7,64,East,5,5,28.94,0,0
2012-02-13 04:06:00,125.51,31.8,21.7,66,East,7,7,28.94,0,0
2012-02-13 04:15:00,128.92,31.8,21.7,66,East,7,7,28.93,0,0
2012-02-13 04:21:00,123.12,31.5,21.4,66,ESE,6,6,28.93,0,0
2012-02-13 04:30:00,126.62,31.3,21.3,66,ESE,6,7,28.92,0,0
2012-02-13 04:41:00,128.13,29.8,20.5,68,ESE,1,4,28.92,0,0
2012-02-13 04:50:00,126.25,30.9,20.9,66,NNE,3,4,28.92,0,0
2012-02-13 05:01:00,124.17,31,21,66,NNW,3,3,28.92,0,0
2012-02-13 05:15:00,126.85,29.4,20.1,68,NNW,1,2,28.93,0,0
2012-02-13 05:25:00,129.41,29,18.7,65,North,3,3,28.93,0,0
2012-02-13 05:31:00,130.42,27.3,18.1,68,North,3,3,28.93,0,0
2012-02-13 05:50:00,130.08,29.3,19.7,67,ESE,3,3,28.93,0,0
2012-02-13 06:00:00,130.44,28.7,19.5,68,North,1,1,28.92,0,0
2012-02-13 06:15:00,131.61,29.1,19.5,67,NNE,2,3,28.92,0,0
2012-02-13 06:26:00,132.71,29.7,20.1,67,East,6,8,28.92,0,0
2012-02-13 06:31:00,125.78,29.3,20,68,East,6,8,28.92,0,0
2012-02-13 06:40:00,129.6,30.3,20.3,66,ENE,7,8,28.92,0,0
2012-02-13 06:46:00,130.93,29.3,19,65,NE,9,12,28.92,0,0
2012-02-13 07:00:00,138.54,27,18.2,69,SSE,7,7,28.94,0,0
2012-02-13 07:05:00,138.87,29.8,18.7,63,ENE,7,13,28.94,0,0
2012-02-13 07:15:00,146.24,29.4,18.7,64,ESE,14,20,28.93,0,0
2012-02-13 07:20:00,150.58,29.3,18.6,64,ESE,14,14,28.93,0,0
2012-02-13 07:30:00,156.65,28.4,17.8,64,NE,7,7,28.94,0,0
2012-02-13 07:40:00,155.9,28.1,17.8,65,ENE,2,3,28.94,0,0
2012-02-13 08:00:00,154.73,27.2,17.7,67,South,7,7,28.93,0,0
2012-02-13 08:20:00,159.47,29,17.6,62,South,1,1,28.93,0,0
2012-02-13 08:30:00,160.98,29.1,17.7,62,SE,3,4,28.94,0,0
2012-02-13 08:40:00,162.27,28.1,17.1,63,ESE,3,6,28.94,0,0
2012-02-13 08:46:00,157.86,26.4,16.6,66,East,4,6,28.94,0,0
2012-02-13 08:55:00,163.62,26.7,16.9,66,ENE,2,3,28.94,0,0
2012-02-13 09:01:00,168.15,27.3,17.1,65,NE,3,3,28.94,0,0
2012-02-13 09:10:00,162.12,27.2,17,65,NE,2,3,28.94,0,0
2012-02-13 09:16:00,167.34,26.4,16.9,67,NE,2,2,28.94,0,0
2012-02-13 09:21:00,162.42,25.8,16.7,68,NE,1,2,28.94,0,0
2012-02-13 09:26:00,160.72,25.1,16.4,69,East,1,6,28.94,0,0
2012-02-13 09:35:00,161.15,24.4,16.3,71,ESE,10,11,28.94,0,0
2012-02-13 09:40:00,164.18,24.1,16.4,72,ESE,11,13,28.94,0,0
2012-02-13 09:50:00,168.46,25,16.6,70,East,12,12,28.94,0,0
2012-02-13 09:55:00,171.64,25.3,17.2,71,ESE,12,12,28.94,0,0
2012-02-13 10:00:00,169.94,25.4,17,70,ESE,11,11,28.94,0,0
2012-02-13 10:10:00,174.38,24.8,16.4,70,ESE,10,10,28.94,0,0
2012-02-13 10:15:00,180.47,25,16.6,70,ESE,10,13,28.95,0,0
2012-02-13 10:25:00,179.79,24.5,16.4,71,ESE,8,10,28.95,0,0
2012-02-13 10:31:00,178.93,24.8,16.7,71,ESE,9,11,28.94,0,0
2012-02-13 10:40:00,177.9,25.8,16.7,68,SE,11,12,28.94,0,0
2012-02-13 10:50:00,179.35,25.8,16.3,67,ESE,10,10,28.95,0,0
2012-02-13 11:00:00,177.56,25.3,16.5,69,SE,11,13,28.95,0,0
2012-02-13 11:11:00,179.97,25.1,16.4,69,ESE,10,10,28.95,0,0
2012-02-13 11:20:00,179.98,26.3,16.5,66,WSW,2,10,28.96,0,0
2012-02-13 11:30:00,176.74,26.1,16.3,66,ENE,3,3,28.96,0,0
2012-02-13 11:40:00,171.27,26.3,16.1,65,ENE,1,1,28.96,0,0
2012-02-13 11:46:00,174.84,26.4,16.2,65,NE,1,1,28.96,0,0
2012-02-13 11:55:00,179.06,26.6,16.1,64,NE,2,5,28.96,0,0
2012-02-13 12:05:00,172.46,27.2,16.3,63,North,1,1,28.97,0,0
2012-02-13 12:15:00,172.69,27.3,16.7,64,North,1,2,28.97,0,0
2012-02-13 12:21:00,173.49,27.3,16.4,63,North,1,3,28.97,0,0
2012-02-13 12:30:00,171.6,26.4,16.2,65,North,2,2,28.97,0,0
2012-02-13 12:40:00,167.52,27.2,16.6,64,NNE,3,7,28.97,0,0
2012-02-13 12:51:00,168.13,27.2,16.6,64,NNE,2,2,28.97,0,0
2012-02-13 13:00:00,164.46,27.6,17,64,NNE,1,3,28.97,0,0
2012-02-13 13:10:00,168.67,27.3,16.7,64,NNE,22,22,28.97,0,0
2012-02-13 13:20:00,177.98,26.6,16.4,65,North,9,11,28.96,0,0
2012-02-13 13:26:00,176.99,26.7,16.1,64,North,7,11,28.96,0,0
2012-02-13 13:35:00,169.52,26.6,17.1,67,East,3,8,28.96,0,0
2012-02-13 13:46:00,167.92,26.6,16.4,65,East,3,4,28.96,0,0
2012-02-13 13:55:00,177.54,27.3,17.1,65,East,1,3,28.96,0,0
2012-02-13 14:05:00,170.08,27.2,16.6,64,East,2,2,28.96,0,0
2012-02-13 14:15:00,169.57,27.2,17,65,NE,4,4,28.96,0,0
2012-02-13 14:20:00,170.21,27.5,17.3,65,NE,4,6,28.96,0,0
2012-02-13 14:26:00,167.65,27.5,16.9,64,NE,4,6,28.96,0,0
2012-02-13 14:35:00,174.63,26.7,16.9,66,NE,4,5,28.96,0,0
2012-02-13 14:41:00,170.67,27.2,17.7,67,ENE,3,6,28.96,0,0
2012-02-13 14:50:00,173.47,27,17.1,66,ENE,4,6,28.97,0,0
2012-02-13 15:00:00,170.69,26.9,17.4,67,ENE,2,6,28.97,0,0
2012-02-13 15:10:00,171.31,27.2,17.7,67,East,7,7,28.97,0,0
2012-02-13 15:15:00,169.72,27.5,18,67,East,7,7,28.96,0,0
2012-02-13 15:25:00,174.78,28.4,18.1,65,East,5,8,28.96,0,0
2012-02-13 15:31:00,179.6,27.6,17.7,66,ESE,4,6,28.96,0,0
2012-02-13 15:40:00,171.18,28.1,18.2,66,ESE,6,6,28.96,0,0
2012-02-13 15:50:00,174.09,29,18.7,65,ENE,5,7,28.96,0,0
2012-02-13 15:56:00,172.92,29,19.1,66,ENE,4,4,28.96,0,0
2012-02-13 16:05:00,173.41,28.5,19.3,68,SE,6,7,28.96,0,0
2012-02-13 16:16:00,170.68,29.4,20.1,68,SE,3,7,28.96,0,0
2012-02-13 16:25:00,166.61,30.3,20.3,66,SE,1,1,28.96,0,0
2012-02-13 16:35:00,166.62,29.5,20.9,70,SE,3,8,28.97,0,0
2012-02-13 16:40:00,165.81,29.5,20.9,70,SE,7,7,28.97,0,0
2012-02-13 16:50:00,170.12,29.3,21.4,72,ESE,5,5,28.97,0,0
2012-02-13 17:01:00,174.19,29.4,22.1,74,ESE,2,2,28.97,0,0
2012-02-13 17:10:00,167.26,28.7,22.1,76,ESE,1,2,28.97,0,0
2012-02-13 17:20:00,169.76,29.3,21.7,73,SE,3,5,28.97,0,0
2012-02-13 17:30:00,167.42,29.5,21.6,72,SSE,8,13,28.98,0,0
2012-02-13 17:40:00,169.78,29.3,22.4,75,SSE,14,14,28.98,0,0
2012-02-13 17:50:00,168.96,28.7,22.1,76,SE,10,12,28.98,0,0
2012-02-13 17:55:00,167.31,28.1,22.7,80,SE,9,9,28.98,0,0
2012-02-13 18:05:00,165.02,27.2,23.8,87,SE,9,10,28.99,0,0
2012-02-13 18:10:00,159.28,26.9,24.1,89,SE,9,9,28.99,0,0
2012-02-13 18:20:00,154.07,27.2,24.7,90,SE,8,10,28.99,0,0
2012-02-13 18:30:00,161.74,27.5,24.4,88,SE,9,9,28.99,0,0
2012-02-13 18:40:00,166.89,27.5,24.1,87,SE,9,12,28.99,0,0
2012-02-13 18:45:00,173.01,27.6,24,86,SE,10,12,28.99,0,0
2012-02-13 18:55:00,165.26,27.6,24,86,SSE,12,13,28.99,0,0
2012-02-13 19:05:00,166.15,27.8,24.4,87,SE,11,12,28.99,0,0
2012-02-13 19:15:00,164.37,27.9,24.3,86,SSE,11,12,28.99,0,0
2012-02-13 19:20:00,165.2,27.9,24.5,87,SE,12,12,28.99,0,0
2012-02-13 19:30:00,164.24,27.8,24.7,88,SE,12,13,29,0,0
2012-02-13 19:40:00,167.54,27.9,24.3,86,SE,11,12,29,0,0
2012-02-13 19:50:00,166.66,27.9,24.5,87,SSE,10,11,29,0,0
2012-02-13 19:55:00,166.41,27.8,24.4,87,SSE,10,11,29,0,0
2012-02-13 20:00:00,166.71,27.6,24.2,87,SSE,10,10,29,0,0
2012-02-13 20:05:00,167.55,27.6,24.5,88,SSE,11,13,29,0,0
2012-02-13 20:15:00,162.74,27.2,24.4,89,SSE,13,16,29,0,0
2012-02-13 20:20:00,164.57,27.2,24.4,89,SSE,14,14,29,0,0
2012-02-13 20:30:00,162.71,27,24.5,90,SSE,13,14,29,0,0
2012-02-13 20:40:00,160.98,26.9,24.4,90,SSE,14,14,29,0,0
2012-02-13 20:45:00,160.12,26.9,24.6,91,SSE,15,17,29.01,0,0
2012-02-13 20:50:00,161.02,27,25,92,SSE,16,19,29.01,0,0
2012-02-13 21:00:00,158.05,27,25,92,SSE,16,16,29,0,0
2012-02-13 21:05:00,156.67,27,25,92,SSE,14,16,29,0,0
2012-02-13 21:15:00,158.5,27.2,25.2,92,SSE,13,15,29.01,0,0
2012-02-13 21:20:00,152.35,27.2,25.2,92,SSE,13,16,29.01,0,0
2012-02-13 21:25:00,156.19,27.2,25.2,92,SSE,14,16,29.01,0,0
2012-02-13 21:30:00,156.37,27,25.2,93,SSE,14,14,29.01,0,0
2012-02-13 21:35:00,156.2,27,25.2,93,South,15,16,29.01,0,0
2012-02-13 21:45:00,156.18,27,25.5,94,SSE,15,15,29.01,0,0
2012-02-13 21:50:00,153.48,27,25.5,94,South,14,14,29.01,0,0
2012-02-13 22:00:00,154.42,27,25.2,93,SSE,14,16,29.02,0,0
2012-02-13 22:10:00,150.86,26.9,25.1,93,South,16,18,29.02,0,0
2012-02-13 22:15:00,155.8,26.7,25.2,94,South,16,18,29.03,0,0
2012-02-13 22:25:00,148.65,26.4,24.9,94,South,14,15,29.03,0,0
2012-02-13 22:30:00,152.17,26.4,24.9,94,South,14,14,29.03,0,0
2012-02-13 22:40:00,151.47,26.3,24.8,94,South,12,12,29.03,0,0
2012-02-13 22:45:00,152.14,26.3,24.8,94,South,12,12,29.04,0,0
2012-02-13 22:55:00,145.2,26.4,24.9,94,South,12,13,29.04,0,0
2012-02-13 23:00:00,141.68,26.4,24.9,94,South,13,14,29.05,0,0
2012-02-13 23:10:00,143.22,26.4,24.9,94,South,13,13,29.05,0,0
2012-02-13 23:15:00,142.08,26.4,24.9,94,South,13,13,29.05,0,0
2012-02-13 23:20:00,138.48,26.4,24.9,94,South,13,13,29.05,0,0
2012-02-13 23:30:00,139.53,26.3,24.8,94,South,12,13,29.05,0,0
2012-02-13 23:40:00,142.42,26.1,24.6,94,South,11,12,29.05,0,0
2012-02-13 23:50:00,142.54,26.1,24.6,94,South,11,11,29.06,0,0
2012-02-13 23:55:00,138.19,26.1,24.6,94,South,11,11,29.06,0,0
2012-02-14 00:05:00,140.21,26.3,24.8,94,South,11,12,29.06,0,0
2012-02-14 00:15:00,135.16,26.1,24.9,95,South,12,13,29.07,0,0
2012-02-14 00:25:00,137.64,26,24.8,95,South,11,11,29.07,0,0
2012-02-14 00:30:00,134.23,26,24.8,95,South,12,12,29.08,0,0
2012-02-14 00:40:00,131.95,26,25,96,South,13,13,29.08,0,0
2012-02-14 00:45:00,130.85,25.8,24.8,96,South,13,13,29.09,0,0
2012-02-14 00:55:00,128.78,25.7,24.7,96,South,12,12,29.09,0,0
2012-02-14 01:05:00,134.12,25.6,24.9,97,SSE,10,11,29.09,0,0
2012-02-14 01:10:00,134.95,25.6,24.9,97,SSE,9,10,29.09,0,0
2012-02-14 01:20:00,131.69,25.6,24.9,97,South,9,10,29.09,0,0
2012-02-14 01:25:00,127.65,25.6,24.9,97,South,10,10,29.09,0,0
2012-02-14 01:35:00,128.58,25.6,24.6,96,South,12,12,29.1,0,0
2012-02-14 01:45:00,130.2,25.6,24.4,95,SSE,12,12,29.1,0,0
2012-02-14 01:50:00,130.24,25.6,24.4,95,SSE,11,12,29.1,0,0
2012-02-14 02:00:00,132.85,25.6,24.1,94,SSE,10,11,29.11,0,0
2012-02-14 02:05:00,131.59,25.6,24.1,94,South,10,11,29.11,0,0
2012-02-14 02:15:00,128.54,25.7,24.2,94,South,10,12,29.11,0,0
2012-02-14 02:20:00,129.68,25.7,24.2,94,South,10,10,29.11,0,0
2012-02-14 02:30:00,128.02,25.7,24.2,94,SSE,8,9,29.11,0,0
2012-02-14 02:40:00,127.98,25.7,24.2,94,SSE,8,11,29.11,0,0
2012-02-14 02:45:00,121.51,25.7,24,93,SSE,9,11,29.11,0,0
2012-02-14 02:50:00,126.5,25.7,24,93,SSE,8,8,29.11,0,0
2012-02-14 03:00:00,128.1,25.8,24.3,94,SSE,7,7,29.11,0,0
2012-02-14 03:05:00,129.79,25.8,24.3,94,SSE,5,7,29.11,0,0
2012-02-14 03:15:00,128.07,25.7,24.2,94,SSE,3,4,29.12,0,0
2012-02-14 03:25:00,126.38,25.8,24.3,94,SSE,6,10,29.12,0,0
2012-02-14 03:35:00,127.26,26,24.3,93,South,8,8,29.12,0,0
2012-02-14 03:40:00,126.2,26,24.3,93,South,6,6,29.12,0,0
2012-02-14 03:50:00,127.84,26.1,24.4,93,South,5,5,29.12,0,0
2012-02-14 03:55:00,125.74,26.1,24.4,93,South,5,5,29.12,0,0
2012-02-14 04:05:00,133.01,26.3,24.6,93,South,3,5,29.12,0,0
2012-02-14 04:10:00,128,26.1,24.4,93,South,1,1,29.12,0,0
2012-02-14 04:15:00,125.43,26.1,24.4,93,South,2,5,29.12,0,0
2012-02-14 04:20:00,125.01,26,24.3,93,SSE,5,7,29.12,0,0
2012-02-14 04:30:00,130.34,26,24.3,93,SSE,8,8,29.11,0,0
2012-02-14 04:35:00,128.54,26.1,24.4,93,SSE,8,8,29.11,0,0
2012-02-14 04:45:00,124.2,26.1,24.4,93,South,8,8,29.12,0,0
2012-02-14 04:50:00,122.76,26.3,24.6,93,SSE,8,8,29.12,0,0
2012-02-14 05:00:00,129.6,26.4,24.7,93,SSE,7,7,29.12,0,0
2012-02-14 05:05:00,130.63,26.4,24.7,93,SSE,7,7,29.12,0,0
2012-02-14 05:15:00,127.7,26.6,24.8,93,SSE,6,7,29.12,0,0
2012-02-14 05:30:00,129.67,26.6,24.6,92,SSE,4,4,29.12,0,0
2012-02-14 05:40:00,137.33,26.6,24.6,92,SSE,1,1,29.12,0,0
2012-02-14 05:50:00,135.3,26.4,24.4,92,SSE,1,1,29.12,0,0
2012-02-14 05:55:00,133.34,26.4,24.4,92,SSE,1,1,29.12,0,0
2012-02-14 06:05:00,140.31,26.4,24.7,93,SSE,0,0,29.12,0,0
2012-02-14 06:15:00,135.03,26.4,24.7,93,SSE,0,1,29.13,0,0
2012-02-14 06:25:00,136.48,27,25,92,SE,6,7,29.13,0,0
2012-02-14 06:35:00,139.62,27,24.7,91,SE,7,7,29.13,0,0
2012-02-14 06:45:00,135.87,27.2,24.9,91,SE,7,7,29.13,0,0
2012-02-14 06:50:00,137.49,27.3,25,91,SE,6,6,29.13,0,0
2012-02-14 07:00:00,142.59,27.2,24.9,91,SE,5,5,29.13,0,0
2012-02-14 07:05:00,148.07,27.2,24.9,91,SE,4,5,29.13,0,0
2012-02-14 07:15:00,147.09,27.3,24.8,90,SE,3,4,29.14,0,0
2012-02-14 07:20:00,155.75,27.2,24.7,90,SE,3,3,29.14,0,0
2012-02-14 07:30:00,150,27.2,24.7,90,SE,2,3,29.14,0,0
2012-02-14 07:40:00,149.75,27,24.5,90,ESE,3,5,29.14,0,0
2012-02-14 07:50:00,154.51,27,24.5,90,ESE,5,5,29.14,0,0
2012-02-14 08:00:00,152.68,27.2,24.7,90,ESE,5,8,29.14,0,0
2012-02-14 08:10:00,158.03,27.5,24.4,88,SE,7,7,29.14,0,0
2012-02-14 08:20:00,163.25,27.3,24.2,88,SE,8,8,29.14,0,0
2012-02-14 08:25:00,166.28,27.3,24.2,88,SE,8,8,29.14,0,0
2012-02-14 08:35:00,161.82,27.3,24.2,88,SE,7,10,29.14,0,0
2012-02-14 08:40:00,158.24,27.3,24.2,88,SE,8,9,29.14,0,0
2012-02-14 08:50:00,164.43,27.5,24.4,88,SE,7,9,29.15,0,0
2012-02-14 08:55:00,173.15,27.3,24.2,88,SE,6,6,29.15,0,0
2012-02-14 09:05:00,173.3,27.2,24.1,88,SE,3,5,29.15,0,0
2012-02-14 09:15:00,168.15,26.9,23.8,88,SE,3,4,29.15,0,0
2012-02-14 09:25:00,162.94,26.9,23.8,88,ESE,4,5,29.15,0,0
2012-02-14 09:35:00,166.32,26.9,23.5,87,East,6,6,29.15,0,0
2012-02-14 09:45:00,169.53,26.4,23.1,87,ESE,6,9,29.15,0,0
2012-02-14 09:50:00,172.32,26.3,23,87,ESE,7,9,29.15,0,0
2012-02-14 10:00:00,172.68,25.8,22.2,86,SE,7,7,29.15,0,0
2012-02-14 10:05:00,165.72,25.8,22.2,86,ESE,7,7,29.15,0,0
2012-02-14 10:15:00,171.45,26,22.4,86,ESE,7,8,29.16,0,0
2012-02-14 10:25:00,170.99,25.8,22.2,86,East,6,6,29.16,0,0
2012-02-14 10:35:00,175.27,25.6,21.7,85,East,5,5,29.16,0,0
2012-02-14 10:45:00,181.14,25.4,21.2,84,East,4,4,29.17,0,0
2012-02-14 10:50:00,177.96,25.3,21.4,85,East,3,4,29.17,0,0
2012-02-14 11:00:00,183.48,25.6,21.7,85,ENE,2,2,29.17,0,0
2012-02-14 11:10:00,180.12,25.6,21.7,85,ENE,0,2,29.17,0,0
2012-02-14 11:20:00,177.8,26,22.1,85,ENE,2,2,29.17,0,0
2012-02-14 11:30:00,179.16,27,22.5,83,ENE,1,3,29.17,0,0
2012-02-14 11:35:00,176.61,27,22.2,82,ENE,1,1,29.17,0,0
2012-02-14 11:45:00,175.9,26.1,21.4,82,ENE,1,1,29.17,0,0
2012-02-14 11:55:00,180.04,25.4,21.2,84,ENE,1,1,29.17,0,0
2012-02-14 12:05:00,180.64,26,21.8,84,ENE,0,1,29.17,0,0
2012-02-14 12:15:00,180.63,26.3,21.8,83,ENE,1,1,29.17,0,0
2012-02-14 12:25:00,176.28,26.7,21.9,82,ENE,2,2,29.17,0,0
2012-02-14 12:30:00,178.2,26.9,22.1,82,ENE,1,1,29.17,0,0
2012-02-14 12:35:00,177.13,27,22.2,82,ENE,1,1,29.17,0,0
2012-02-14 12:45:00,174.52,27.5,22.7,82,ENE,1,1,29.17,0,0
2012-02-14 12:55:00,169.22,27.8,22.4,80,ENE,2,2,29.17,0,0
2012-02-14 13:05:00,173.82,27,21.9,81,ENE,1,3,29.18,0,0
2012-02-14 13:10:00,174.93,26.9,21.8,81,ENE,2,2,29.18,0,0
2012-02-14 13:20:00,172.46,25.7,21,82,ENE,3,5,29.17,0,0
2012-02-14 13:30:00,173.11,26,21.5,83,ENE,2,3,29.18,0,0
2012-02-14 13:40:00,174.62,26.7,21.9,82,ENE,2,2,29.18,0,0
2012-02-14 13:50:00,170.78,26.4,21.9,83,ENE,0,1,29.18,0,0
2012-02-14 13:55:00,168.56,26.9,22.4,83,ENE,1,1,29.18,0,0
2012-02-14 14:05:00,168.06,28.1,22.7,80,ENE,0,2,29.18,0,0
2012-02-14 14:10:00,170.45,28.1,22.7,80,ENE,1,1,29.18,0,0
2012-02-14 14:20:00,168.35,28.5,23.1,80,ENE,1,1,29.18,0,0
2012-02-14 14:30:00,168.97,28.5,23.1,80,ENE,2,2,29.18,0,0
2012-02-14 14:40:00,165.35,29,23.3,79,ENE,0,1,29.18,0,0
2012-02-14 14:50:00,165.56,28.7,23.3,80,ENE,1,1,29.19,0,0
2012-02-14 15:00:00,168.04,28.8,23.4,80,ENE,0,0,29.18,0,0
2012-02-14 15:05:00,171.3,29,23.6,80,ENE,0,0,29.18,0,0
2012-02-14 15:15:00,169.77,29.1,24,81,ENE,0,0,29.18,0,0
2012-02-14 15:25:00,166.39,29.4,24.6,82,ENE,0,0,29.18,0,0
2012-02-14 15:35:00,176.9,28.7,23.9,82,ENE,1,1,29.19,0,0
2012-02-14 15:45:00,170.8,28.5,24.3,84,ENE,0,1,29.18,0,0
2012-02-14 15:50:00,166.53,28.8,24.6,84,ENE,0,0,29.18,0,0
2012-02-14 16:00:00,171.86,28.4,24.5,85,ENE,2,2,29.18,0,0
2012-02-14 16:05:00,173.73,28.4,24.2,84,ENE,2,2,29.18,0,0
2012-02-14 16:15:00,177.16,28.8,24,82,ENE,0,1,29.18,0,0
2012-02-14 16:20:00,172.47,27.6,23.1,83,ENE,0,0,29.18,0,0
2012-02-14 16:30:00,169.66,27,22.8,84,ENE,0,0,29.19,0,0
2012-02-14 16:35:00,172.51,26.7,22.5,84,ENE,0,0,29.19,0,0
2012-02-14 16:40:00,170.4,26.6,22.7,85,ENE,0,0,29.19,0,0
2012-02-14 16:50:00,170.98,25.8,21.9,85,ENE,0,0,29.19,0,0
2012-02-14 17:00:00,167.89,26,22.7,87,ENE,0,0,29.19,0,0
2012-02-14 17:15:00,166.09,26.1,22.8,87,ENE,0,0,29.19,0,0
2012-02-14 17:25:00,166.32,26.1,22.8,87,ENE,0,0,29.19,0,0
2012-02-14 17:40:00,163.69,27.5,23.3,84,ENE,0,0,29.19,0,0
2012-02-14 17:50:00,169.47,27.8,23,82,ENE,0,0,29.19,0,0
2012-02-14 18:00:00,172.2,27.5,22.7,82,ENE,0,0,29.2,0,0
2012-02-14 18:10:00,168.14,27,22.8,84,ENE,0,0,29.2,0,0
2012-02-14 18:20:00,169.09,27.6,22.8,82,ENE,0,0,29.2,0,0
2012-02-14 18:30:00,167.01,27.6,22.8,82,ENE,0,0,29.2,0,0
2012-02-14 18:40:00,167.39,28.1,23,81,ENE,0,0,29.2,0,0
2012-02-14 18:45:00,170.84,28.2,23.1,81,ENE,0,0,29.2,0,0
