date,amps(A),temp(F),dewpoint(F),humidity(%),wind,speed(mph),gust(mph),pressure(in),precip_rate(in),precip_accum(in)
2012-01-01 00:05:00,130.48,-35.7,-44.8,59,North,0,0,29.95,0,0
2012-01-01 00:15:00,176.85,-34.4,-43,61,North,0,1,29.95,0,0
2012-01-01 00:21:00,180.16,-34,-42.6,61,North,0,0,29.95,0,0
2012-01-01 00:30:00,176.67,-34.4,-43.3,60,North,0,0,29.95,0,0
2012-01-01 00:36:00,175.19,-34,-42.6,61,North,0,1,29.95,0,0
2012-01-01 00:45:00,174.14,-34.4,-43.3,60,North,1,2,29.94,0,0
2012-01-01 00:56:00,175.02,-35.3,-44.5,59,North,0,1,29.94,0,0
2012-01-01 01:05:00,171.54,-35.7,-44.8,59,North,1,1,29.94,0,0
2012-01-01 01:15:00,172.69,-35.7,-44.8,59,North,0,0,29.94,0,0
2012-01-01 01:26:00,172.32,-34.4,-43,61,North,1,2,29.94,0,0
2012-01-01 01:35:00,169.36,-33.6,-42.3,61,North,2,2,29.93,0,0
2012-01-01 01:45:00,172.06,-34.4,-43.3,60,North,0,1,29.93,0,0
2012-01-01 01:55:00,172.5,-34.8,-44,59,North,0,0,29.93,0,0
2012-01-01 02:01:00,169.58,-35.3,-44.5,59,North,0,0,29.93,0,0
2012-01-01 02:10:00,166.59,-35.3,-44.5,59,North,0,0,29.93,0,0
2012-01-01 02:16:00,161.55,-35.7,-44.8,59,North,0,0,29.93,0,0
2012-01-01 02:25:00,163.65,-35.3,-44.2,60,North,0,0,29.93,0,0
2012-01-01 02:35:00,162.1,-34.4,-43.3,60,North,2,3,29.93,0,0
2012-01-01 02:45:00,158.35,-32.7,-41.1,62,North,1,1,29.92,0,0
2012-01-01 02:51:00,157.29,-32.7,-41.4,61,North,1,1,29.92,0,0
2012-01-01 03:00:00,162.34,-33.6,-42.3,61,North,0,2,29.92,0,0
2012-01-01 03:06:00,165.33,-33.6,-42.5,60,North,1,2,29.92,0,0
2012-01-01 03:15:00,161.95,-35.3,-44.5,59,North,0,3,29.92,0,0
2012-01-01 03:26:00,158.6,-35.3,-44.2,60,North,1,2,29.92,0,0
2012-01-01 03:35:00,157.45,-35.7,-44.8,59,North,1,3,29.92,0,0
2012-01-01 03:41:00,159.69,-36.1,-45.2,59,North,2,2,29.92,0,0
2012-01-01 03:50:00,155.91,-34,-42.4,62,NNW,3,3,29.91,0,0
2012-01-01 03:56:00,161.93,-32.7,-41.4,61,NNW,3,3,29.91,0,0
2012-01-01 04:05:00,161.77,-36.1,-45.5,58,NNW,3,3,29.91,0,0
2012-01-01 04:15:00,157.99,-35.3,-44.5,59,NNW,2,4,29.9,0,0
2012-01-01 04:26:00,156.56,-35.3,-44.5,59,NNW,1,1,29.9,0,0
2012-01-01 04:35:00,158.51,-34,-42.6,61,NNW,1,1,29.9,0,0
2012-01-01 04:40:00,156.78,-34,-42.9,60,NNW,1,1,29.9,0,0
2012-01-01 04:46:00,153.5,-34.4,-43.3,60,NNW,0,1,29.89,0,0
2012-01-01 04:55:00,155.72,-32.7,-41.1,62,NNW,1,3,29.89,0,0
2012-01-01 05:01:00,155.69,-32.7,-41.4,61,NNW,2,2,29.89,0,0
2012-01-01 05:10:00,157.61,-33.1,-41.8,61,NNW,0,2,29.89,0,0
2012-01-01 05:16:00,152.78,-34,-42.9,60,NNW,0,0,29.89,0,0
2012-01-01 05:25:00,160.35,-34.8,-44,59,NNW,0,0,29.89,0,0
2012-01-01 05:30:00,160.44,-36.1,-45.5,58,NNW,0,0,29.88,0,0
2012-01-01 05:40:00,161.66,-35.3,-43.9,61,NNW,0,0,29.88,0,0
2012-01-01 05:45:00,160.15,-34,-42.6,61,NNW,0,0,29.87,0,0
2012-01-01 05:55:00,161.72,-33.6,-42.3,61,NNW,0,0,29.87,0,0
2012-01-01 06:00:00,158.35,-33.6,-42.3,61,NNW,0,0,29.87,0,0
2012-01-01 06:10:00,156.97,-32.7,-41.1,62,NNW,0,0,29.87,0,0
2012-01-01 06:16:00,156.9,-32.7,-41.4,61,NNW,1,1,29.86,0,0
2012-01-01 06:25:00,160.45,-31.8,-40.3,62,NNW,1,2,29.86,0,0
2012-01-01 06:30:00,159.68,-31.8,-40.5,61,NNW,1,1,29.86,0,0
2012-01-01 06:41:00,162.85,-31.4,-39.6,63,NNW,2,2,29.86,0,0
2012-01-01 06:50:00,160.91,-31,-39.5,62,NNW,0,1,29.86,0,0
2012-01-01 07:01:00,164.7,-29.7,-38,63,NNW,2,2,29.85,0,0
2012-01-01 07:10:00,163.7,-31,-39.5,62,NNW,0,2,29.85,0,0
2012-01-01 07:20:00,163.75,-30.5,-38.7,63,NNW,0,0,29.85,0,0
2012-01-01 07:30:00,166.63,-30.5,-38.7,63,NNW,0,0,29.84,0,0
2012-01-01 07:36:00,166.77,-29.7,-38,63,NNW,0,0,29.84,0,0
2012-01-01 07:45:00,168.75,-31.4,-40.7,59,NNW,0,2,29.84,0,0
2012-01-01 07:50:00,165.97,-32.3,-40.7,62,NNW,1,2,29.84,0,0
2012-01-01 08:00:00,171.53,-31.4,-39.6,63,NNW,0,0,29.84,0,0
2012-01-01 08:06:00,168.49,-31.4,-40.2,61,NNW,0,0,29.84,0,0
2012-01-01 08:15:00,171.03,-29.4,-37.4,64,NNW,2,2,29.83,0,0
2012-01-01 08:25:00,168.81,-28,-36.1,64,NNW,1,1,29.83,0,0
2012-01-01 08:30:00,166.47,-29.7,-38.5,61,NNW,1,1,29.83,0,0
2012-01-01 08:40:00,169.24,-31.4,-39.9,62,NNW,0,0,29.83,0,0
2012-01-01 08:51:00,169.49,-31.8,-40.3,62,NNW,0,0,29.82,0,0
2012-01-01 09:00:00,173.74,-30.5,-38.7,63,NNW,0,0,29.82,0,0
2012-01-01 09:10:00,174.87,-29.4,-37.4,64,NNW,2,2,29.82,0,0
2012-01-01 09:16:00,175.93,-29,-37,64,NNW,3,4,29.82,0,0
2012-01-01 09:25:00,174.54,-28.7,-36.7,64,NNW,3,3,29.82,0,0
2012-01-01 09:40:00,180.3,-25.6,-33.5,65,NW,5,5,29.81,0,0
2012-01-01 09:50:00,182.08,-26,-33.9,65,NW,3,3,29.81,0,0
2012-01-01 09:56:00,179.08,-26.3,-34.2,65,NW,3,3,29.81,0,0
2012-01-01 10:05:00,183.98,-27.3,-35.4,64,NW,4,5,29.8,0,0
2012-01-01 10:15:00,185.01,-28.4,-36.7,63,NW,2,4,29.8,0,0
2012-01-01 10:20:00,181.52,-28.7,-37,63,NW,2,2,29.8,0,0
2012-01-01 10:31:00,186.9,-29,-37.6,62,NW,1,1,29.79,0,0
2012-01-01 10:40:00,189.43,-31.4,-40.2,61,NW,0,1,29.79,0,0
2012-01-01 10:50:00,182.21,-32.7,-41.4,61,NW,0,0,29.79,0,0
2012-01-01 10:55:00,190.51,-32.7,-41.4,61,NW,1,2,29.79,0,0
2012-01-01 11:05:00,194.66,-31.8,-40.3,62,NW,2,4,29.78,0,0
2012-01-01 11:11:00,188.4,-31,-39.2,63,NW,1,1,29.78,0,0
2012-01-01 11:20:00,188.84,-28.7,-36.7,64,NW,2,3,29.78,0,0
2012-01-01 11:31:00,193.12,-27.7,-35.5,65,NW,3,5,29.77,0,0
2012-01-01 11:40:00,201.43,-27.3,-35.1,65,NW,2,3,29.77,0,0
2012-01-01 11:50:00,201.71,-29.7,-38,63,NW,1,1,29.77,0,0
2012-01-01 11:56:00,199.11,-28.7,-36.7,64,NW,2,2,29.77,0,0
2012-01-01 12:05:00,199.4,-27.7,-35.5,65,NW,2,2,29.76,0,0
2012-01-01 12:16:00,194.46,-26.6,-34.5,65,NW,1,3,29.75,0,0
2012-01-01 12:25:00,196.12,-28,-36.1,64,NW,3,3,29.75,0,0
2012-01-01 12:36:00,195.55,-29.7,-38.3,62,NW,1,3,29.75,0,0
2012-01-01 12:45:00,197.17,-28,-35.8,65,NW,3,3,29.74,0,0
2012-01-01 12:51:00,192.3,-28,-36.4,63,NW,3,3,29.74,0,0
2012-01-01 13:00:00,196.45,-28,-36.1,64,NW,1,5,29.73,0,0
2012-01-01 13:11:00,195.21,-27.3,-35.4,64,NW,2,3,29.73,0,0
2012-01-01 13:20:00,196.7,-26.6,-34.5,65,NW,3,3,29.72,0,0
2012-01-01 13:30:00,194.34,-27.3,-35.4,64,NW,3,3,29.72,0,0
2012-01-01 13:36:00,197.71,-27.7,-35.8,64,NW,1,1,29.72,0,0
2012-01-01 13:45:00,196.82,-27.3,-35.7,63,NW,2,2,29.71,0,0
2012-01-01 13:56:00,196.1,-27.3,-35.1,65,NW,1,1,29.71,0,0
2012-01-01 14:05:00,193.7,-27.3,-35.4,64,NW,1,1,29.7,0,0
2012-01-01 14:15:00,198.18,-27.3,-35.4,64,NW,0,1,29.69,0,0
2012-01-01 14:25:00,195.43,-28,-36.1,64,NW,1,1,29.69,0,0
2012-01-01 14:36:00,193.78,-28,-36.1,64,NW,1,1,29.68,0,0
2012-01-01 14:45:00,191.65,-29.4,-37.7,63,NW,0,1,29.68,0,0
2012-01-01 14:50:00,189.76,-29.4,-37.7,63,NW,0,0,29.68,0,0
2012-01-01 15:00:00,188.62,-28.7,-36.2,66,NW,0,1,29.67,0,0
2012-01-01 15:06:00,192.55,-27.3,-35.1,65,NW,1,1,29.67,0,0
2012-01-01 15:15:00,182.2,-28.7,-37,63,NW,0,1,29.67,0,0
2012-01-01 15:25:00,148.03,-30.1,-38.6,62,NW,0,0,29.67,0,0
2012-01-01 15:31:00,141.34,-29.7,-37.7,64,NW,1,1,29.66,0,0
2012-01-01 15:40:00,128.01,-30.5,-39.3,61,NW,1,2,29.66,0,0
2012-01-01 15:50:00,132.02,-31.8,-40.8,60,NW,0,1,29.65,0,0
2012-01-01 15:55:00,135.44,-32.7,-41.4,61,NW,0,0,29.65,0,0
2012-01-01 16:05:00,131.77,-30.1,-38.1,64,NW,0,1,29.66,0,0
2012-01-01 16:15:00,129.54,-28.7,-37.3,62,NW,1,1,29.65,0,0
2012-01-01 16:21:00,124.49,-30.5,-39.3,61,NW,0,0,29.65,0,0
2012-01-01 16:26:00,124.8,-30.5,-38.5,64,NW,0,3,29.65,0,0
2012-01-01 16:35:00,119.18,-27.7,-35.5,65,NW,3,3,29.64,0,0
2012-01-01 16:46:00,120.79,-29,-37.6,62,NW,1,2,29.64,0,0
2012-01-01 16:56:00,120.84,-28.7,-36.7,64,NW,1,2,29.64,0,0
2012-01-01 17:05:00,124.21,-30.1,-38.4,63,NW,0,3,29.63,0,0
2012-01-01 17:16:00,123.97,-29.7,-38,63,NW,2,3,29.63,0,0
2012-01-01 17:21:00,128.84,-29,-37,64,NW,2,2,29.63,0,0
2012-01-01 17:31:00,127.93,-29,-37,64,NW,1,1,29.62,0,0
2012-01-02 22:01:00,144.42,-36.6,-45.7,59,NNE,1,1,29.72,0,0
2012-01-02 22:05:00,114.61,-36.6,-45.7,59,NNE,0,1,29.72,0,0
2012-01-02 22:16:00,118.34,-37,-46.4,58,NNE,0,0,29.72,0,0
2012-01-02 22:25:00,117.54,-37.4,-46.7,58,NNE,0,0,29.72,0,0
2012-01-02 22:31:00,115.41,-38.3,-48.2,56,NNE,1,2,29.73,0,0
2012-01-02 22:35:00,111.11,-38.7,-48.3,57,NNE,1,2,29.73,0,0
2012-01-02 22:40:00,83.48,-37,-45.8,60,NNE,1,1,29.73,0,0
2012-01-02 22:50:00,93.9,-36.1,-45.2,59,NNE,1,1,29.73,0,0
2012-01-02 23:00:00,171.7,-35.7,-44.5,60,NNE,0,0,29.73,0,0
2012-01-02 23:10:00,180.41,-36.6,-46,58,NNE,0,0,29.73,0,0
2012-01-02 23:15:00,186.77,-37,-46.4,58,NNE,0,0,29.73,0,0
2012-01-02 23:25:00,181.74,-38.3,-47.9,57,NNE,0,0,29.73,0,0
2012-01-02 23:36:00,175.32,-38.3,-47.6,58,NNE,0,0,29.73,0,0
2012-01-02 23:45:00,185.57,-38.7,-48.3,57,NNE,0,0,29.73,0,0
2012-01-02 23:55:00,182.79,-37.4,-46.7,58,NNE,0,0,29.73,0,0
2012-01-03 00:06:00,172.72,-37.8,-47.1,58,NNE,0,0,29.74,0,0
2012-01-03 00:15:00,173.72,-38.7,-48.3,57,NNE,0,0,29.74,0,0
2012-01-03 00:26:00,174.56,-38.3,-47.6,58,NNE,0,0,29.74,0,0
2012-01-03 00:35:00,167.45,-37.4,-46.7,58,NNE,0,1,29.74,0,0
2012-01-03 00:45:00,168.48,-37.8,-47.1,58,NNE,0,0,29.74,0,0
2012-01-03 00:50:00,170.34,-37.8,-47.1,58,NNE,0,0,29.74,0,0
2012-01-03 01:00:00,172.88,-39.8,-49.3,57,NNE,0,0,29.75,0,0
2012-01-03 01:10:00,175.08,-39.2,-48.7,57,NNE,0,0,29.75,0,0
2012-01-03 01:15:00,177.81,-38.7,-48,58,NNE,0,0,29.75,0,0
2012-01-03 01:25:00,172.94,-37.4,-46.7,58,NNE,0,0,29.75,0,0
2012-01-03 01:31:00,170.93,-38.3,-47.9,57,NNE,0,0,29.75,0,0
2012-01-03 01:40:00,168.83,-38.3,-47.6,58,NNE,0,1,29.75,0,0
2012-01-03 01:51:00,169.12,-37.8,-47.4,57,NNE,0,0,29.75,0,0
2012-01-03 02:00:00,169.27,-38.7,-48.3,57,NNE,0,0,29.75,0,0
2012-01-03 02:05:00,166.67,-38.7,-48.3,57,NNE,0,0,29.75,0,0
2012-01-03 02:16:00,165.34,-38.3,-47.6,58,NNE,0,0,29.75,0,0
2012-01-03 02:25:00,162.61,-38.3,-47.6,58,NNE,0,0,29.75,0,0
2012-01-03 02:36:00,157.97,-37,-45.8,60,NNE,1,2,29.75,0,0
2012-01-03 02:45:00,162.13,-37.4,-46.7,58,NNE,0,1,29.75,0,0
2012-01-03 02:55:00,160.25,-38.3,-47.9,57,NNE,2,2,29.75,0,0
2012-01-03 03:01:00,155.08,-38.3,-47.6,58,NNE,1,1,29.75,0,0
2012-01-03 03:10:00,160.93,-39.2,-48.7,57,NNE,0,1,29.75,0,0
2012-01-03 03:20:00,158.44,-38.7,-48,58,NNE,0,0,29.75,0,0
2012-01-03 03:30:00,163.83,-37.8,-47.1,58,NNE,0,1,29.75,0,0
2012-01-03 03:40:00,162.16,-38.7,-48.3,57,NNE,0,0,29.75,0,0
2012-01-03 03:50:00,155.49,-40.9,-50.9,55,NNE,0,0,29.76,0,0
2012-01-03 03:55:00,157.42,-40.4,-50.2,56,NNE,0,0,29.76,0,0
2012-01-03 04:05:00,163.28,-38.7,-48,58,NNE,1,1,29.76,0,0
2012-01-03 04:15:00,158.67,-37.4,-46.7,58,NNE,1,1,29.76,0,0
2012-01-03 04:25:00,158.82,-38.3,-47.9,57,NNE,0,0,29.76,0,0
2012-01-03 04:35:00,162.12,-39.8,-49.6,56,NNE,0,0,29.76,0,0
2012-01-03 04:41:00,164.15,-39.8,-49.3,57,NNE,0,0,29.76,0,0
2012-01-03 04:50:00,158.15,-38.3,-47.6,58,NNE,0,0,29.76,0,0
2012-01-03 05:01:00,158.43,-37.4,-46.7,58,NNE,0,0,29.76,0,0
2012-01-03 05:10:00,159.51,-38.3,-47.6,58,NNE,0,0,29.76,0,0
2012-01-03 05:20:00,161.83,-38.7,-48.6,56,NNE,0,0,29.76,0,0
2012-01-03 05:25:00,160.9,-39.2,-48.7,57,NNE,0,0,29.76,0,0
2012-01-03 05:36:00,168.87,-38.7,-48,58,NNE,0,0,29.75,0,0
2012-01-03 05:40:00,165.83,-38.3,-47.6,58,NNE,0,0,29.75,0,0
2012-01-03 05:50:00,164.22,-39.8,-49.6,56,NNE,0,0,29.75,0,0
2012-01-03 05:56:00,166.26,-39.2,-48.7,57,NNE,0,0,29.75,0,0
2012-01-03 06:05:00,172.74,-39.2,-48.7,57,NNE,0,0,29.75,0,0
2012-01-03 06:11:00,172.35,-38.3,-47.6,58,NNE,0,0,29.75,0,0
2012-01-03 06:20:00,172.99,-39.2,-48.7,57,NNE,0,0,29.75,0,0
2012-01-03 06:25:00,170.29,-39.2,-48.7,57,NNE,0,0,29.75,0,0
2012-01-03 06:36:00,168.72,-38.3,-47.6,58,NNE,0,0,29.75,0,0
2012-01-03 06:45:00,176.71,-38.7,-48.3,57,NNE,1,2,29.75,0,0
2012-01-03 06:50:00,178.93,-38.3,-47.6,58,NNE,2,2,29.75,0,0
2012-01-03 07:00:00,182.96,-37,-46.1,59,NNE,0,0,29.75,0,0
2012-01-03 07:05:00,182.19,-37.4,-46.7,58,NNE,0,0,29.75,0,0
2012-01-03 07:15:00,188.3,-37.4,-46.7,58,NNE,2,2,29.75,0,0
2012-01-03 07:21:00,150.09,-37,-46.1,59,NNE,1,1,29.75,0,0
2012-01-03 07:26:00,132.93,-36.1,-44.9,60,NNE,0,1,29.75,0,0
2012-01-03 07:35:00,135.19,-37.8,-47.7,56,NNE,0,0,29.75,0,0
2012-01-03 07:45:00,126.38,-39.2,-48.7,57,NNE,0,0,29.75,0,0
2012-01-03 07:56:00,116.98,-37.8,-46.8,59,NNE,0,0,29.75,0,0
2012-01-03 08:05:00,117.02,-37.8,-47.1,58,NNE,0,0,29.75,0,0
2012-01-03 08:16:00,119.27,-37.8,-47.1,58,NNE,0,0,29.75,0,0
2012-01-03 08:25:00,119.8,-38.3,-47.9,57,NNE,0,0,29.75,0,0
2012-01-03 08:36:00,124.13,-37.4,-46.4,59,NNE,0,1,29.75,0,0
2012-01-03 08:40:00,127.33,-37,-46.4,58,NNE,0,0,29.75,0,0
2012-01-03 08:50:00,127.93,-38.3,-47.9,57,NNE,0,0,29.75,0,0
2012-01-03 08:56:00,124.79,-38.7,-48.3,57,NNE,0,0,29.75,0,0
2012-01-03 09:05:00,126.48,-39.8,-49.3,57,NNE,0,0,29.75,0,0
2012-01-03 09:16:00,128.8,-39.2,-48.7,57,NNE,0,0,29.76,0,0
2012-01-03 09:25:00,127.55,-38.7,-48.3,57,NNE,0,0,29.76,0,0
2012-01-03 09:36:00,130.46,-40.4,-50.2,56,NNE,0,0,29.76,0,0
2012-01-03 09:45:00,135.07,-39.8,-49.3,57,NNE,0,0,29.76,0,0
2012-01-03 09:51:00,126.97,-39.2,-48.7,57,NNE,0,0,29.76,0,0
2012-01-03 10:00:00,133.79,-39.2,-48.7,57,NNE,0,0,29.76,0,0
2012-01-03 10:06:00,131.07,-39.2,-48.7,57,NNE,0,0,29.76,0,0
2012-01-03 10:15:00,131.54,-40.4,-50.2,56,NNE,0,2,29.76,0,0
2012-01-03 10:20:00,133.22,-39.8,-49.3,57,NNE,1,1,29.76,0,0
2012-01-03 10:26:00,136.84,-38.7,-48,58,NNE,1,1,29.76,0,0
2012-01-03 10:35:00,137.88,-38.7,-48.3,57,NNE,0,0,29.76,0,0
2012-01-03 10:40:00,139.93,-39.2,-49,56,NNE,0,0,29.76,0,0
2012-01-03 10:46:00,137.36,-39.8,-49.6,56,NNE,0,0,29.76,0,0
2012-01-03 11:00:00,139.71,-37.8,-47.1,58,NNE,0,2,29.76,0,0
2012-01-03 11:10:00,137.54,-36.6,-45.7,59,NNE,2,2,29.76,0,0
2012-01-03 11:16:00,141.74,-37.4,-47,57,NNE,1,2,29.76,0,0
2012-01-03 11:25:00,139.47,-40.4,-50.2,56,NNE,0,0,29.76,0,0
2012-01-03 11:35:00,143.7,-39.8,-49.3,57,NNE,0,0,29.76,0,0
2012-01-03 11:41:00,148.97,-39.8,-49.3,57,NNE,0,0,29.76,0,0
2012-01-03 11:50:00,154.03,-39.8,-49.3,57,NNE,0,0,29.76,0,0
2012-01-03 11:56:00,146.64,-39.8,-49.3,57,NNE,0,0,29.76,0,0
2012-01-03 12:01:00,135.15,-39.8,-49.3,57,NNE,0,0,29.75,0,0
2012-01-03 12:10:00,133.83,-37.8,-47.1,58,NNE,1,1,29.75,0,0
2012-01-03 12:20:00,138.87,-37.8,-47.1,58,NNE,1,1,29.75,0,0
2012-01-03 12:30:00,133.78,-39.2,-49,56,NNE,0,0,29.75,0,0
2012-01-03 12:36:00,136.36,-39.8,-49.6,56,NNE,0,0,29.75,0,0
2012-01-03 12:45:00,130.77,-38.3,-47.6,58,NNE,0,0,29.75,0,0
2012-01-03 12:55:00,133.21,-38.3,-47.9,57,NNE,0,0,29.75,0,0
2012-01-03 13:01:00,128.3,-38.3,-47.6,58,NNE,0,0,29.75,0,0
2012-01-03 13:10:00,130.2,-38.3,-47.9,57,NNE,0,0,29.75,0,0
2012-01-03 13:21:00,133.2,-37.8,-47.1,58,NNE,0,0,29.75,0,0
2012-01-03 13:26:00,131.95,-37.4,-46.7,58,NNE,0,0,29.75,0,0
2012-01-03 13:35:00,130.71,-37.4,-46.7,58,NNE,0,1,29.75,0,0
2012-01-03 13:45:00,132.58,-37.8,-47.7,56,NNE,0,0,29.75,0,0
2012-01-03 13:51:00,132.33,-38.7,-48.6,56,NNE,0,0,29.75,0,0
2012-01-03 14:00:00,136.36,-38.7,-48.3,57,NNE,0,0,29.75,0,0
2012-01-03 14:11:00,134.31,-37.8,-47.1,58,NNE,0,0,29.75,0,0
2012-01-03 14:20:00,135.78,-37,-46.4,58,NNE,0,0,29.74,0,0
2012-01-03 14:26:00,135.09,-37,-46.4,58,NNE,0,0,29.74,0,0
2012-01-03 14:31:00,133.62,-37.4,-47,57,NNE,0,0,29.74,0,0
2012-01-03 14:40:00,133.61,-37,-46.4,58,NNE,0,0,29.74,0,0
2012-01-03 14:45:00,133.24,-36.6,-45.7,59,NNE,0,0,29.73,0,0
2012-01-03 14:55:00,133.72,-37,-46.4,58,NNE,0,0,29.73,0,0
2012-01-03 15:01:00,133.96,-37,-46.1,59,NNE,0,0,29.73,0,0
2012-01-03 15:11:00,135.37,-36.6,-45.7,59,NNE,0,0,29.73,0,0
2012-01-03 15:20:00,134.96,-35.7,-44.5,60,NNE,1,1,29.73,0,0
2012-01-03 15:26:00,137.07,-35.3,-44.2,60,NNE,1,1,29.73,0,0
2012-01-03 15:35:00,137.29,-36.6,-46,58,NNE,1,2,29.73,0,0
2012-01-03 15:46:00,132.52,-36.6,-46,58,NNE,0,0,29.73,0,0
2012-01-03 15:56:00,132.39,-37.4,-46.7,58,NNE,0,1,29.73,0,0
2012-01-03 16:01:00,134.32,-37.4,-46.7,58,NNE,0,0,29.73,0,0
2012-01-03 16:10:00,135.62,-37,-46.4,58,NNE,0,0,29.73,0,0
2012-01-03 16:20:00,134.12,-36.6,-45.7,59,NNE,0,1,29.73,0,0
2012-01-03 16:25:00,131.15,-37,-46.4,58,NNE,0,0,29.73,0,0
2012-01-03 16:30:00,134.73,-37.4,-46.7,58,NNE,1,1,29.73,0,0
2012-01-03 16:40:00,135.07,-37.4,-46.7,58,NNE,0,1,29.73,0,0
2012-01-03 16:46:00,135.33,-38.3,-48.2,56,NNE,0,0,29.73,0,0
2012-01-03 16:55:00,139.82,-39.2,-48.7,57,NNE,0,0,29.73,0,0
2012-01-03 17:01:00,145.31,-38.7,-48,58,NNE,0,0,29.72,0,0
2012-01-03 17:10:00,138.75,-37.8,-47.1,58,NNE,0,0,29.72,0,0
2012-01-03 17:21:00,141.65,-37,-46.1,59,NNE,0,0,29.72,0,0
2012-01-03 17:30:00,140.49,-37.4,-46.7,58,NNE,0,0,29.72,0,0
2012-01-03 17:40:00,139.03,-38.3,-47.9,57,NNE,0,0,29.72,0,0
2012-01-03 17:46:00,141.38,-38.7,-48.3,57,NNE,0,0,29.72,0,0
2012-01-03 17:55:00,145.14,-37.8,-47.1,58,NNE,0,0,29.72,0,0
2012-01-03 18:05:00,145.91,-37.8,-47.1,58,NNE,0,1,29.72,0,0
2012-01-03 18:11:00,137.12,-38.3,-47.9,57,NNE,0,0,29.72,0,0
2012-01-03 18:20:00,136.61,-38.3,-47.6,58,NNE,0,0,29.72,0,0
2012-01-03 18:25:00,139.93,-38.3,-47.9,57,NNE,0,0,29.72,0,0
2012-01-03 18:35:00,142.73,-37.8,-47.1,58,NNE,0,0,29.72,0,0
2012-01-03 18:41:00,141.95,-37.4,-46.7,58,NNE,0,0,29.72,0,0
2012-01-03 18:50:00,140.55,-37.8,-47.1,58,NNE,0,0,29.72,0,0
2012-01-03 19:00:00,137.04,-38.3,-47.9,57,NNE,0,0,29.72,0,0
2012-01-03 19:06:00,135.71,-39.2,-49,56,NNE,0,0,29.72,0,0
2012-01-03 19:15:00,137.18,-39.8,-49.3,57,NNE,0,0,29.72,0,0
2012-01-03 19:31:00,137.39,-38.3,-47.6,58,NNE,0,0,29.72,0,0
2012-01-03 19:40:00,135.87,-38.7,-48.3,57,NNE,0,0,29.72,0,0
2012-01-03 19:50:00,133.23,-40.4,-50.5,55,NNE,0,0,29.72,0,0
2012-01-03 19:55:00,132.55,-40.9,-50.6,56,NNE,0,0,29.72,0,0
2012-01-03 20:00:00,135.22,-40.4,-49.9,57,NNE,0,0,29.72,0,0
2012-01-03 20:05:00,125.57,-40.9,-50.6,56,NNE,0,0,29.72,0,0
2012-01-03 20:10:00,128.28,-38.3,-47.3,59,NNE,0,0,29.72,0,0
2012-01-03 20:20:00,129.01,-38.3,-47.9,57,NNE,0,0,29.71,0,0
2012-01-03 20:26:00,131.28,-37.8,-47.1,58,NNE,0,0,29.71,0,0
2012-01-03 20:31:00,133.09,-38.7,-48.6,56,NNE,0,0,29.71,0,0
2012-01-03 20:40:00,131.5,-38.3,-47.6,58,NNE,0,0,29.71,0,0
2012-01-03 20:45:00,132.25,-38.7,-48.3,57,NNE,0,0,29.71,0,0
2012-01-03 20:55:00,134.84,-38.7,-48.3,57,NNE,0,0,29.71,0,0
2012-01-03 21:06:00,133.25,-38.3,-47.9,57,NNE,0,0,29.7,0,0
2012-01-03 21:15:00,133.03,-37,-46.4,58,NNE,1,3,29.7,0,0
2012-01-03 21:20:00,130.55,-37,-46.4,58,NNE,1,1,29.7,0,0
2012-01-03 21:26:00,122.06,-37.4,-47,57,NNE,0,1,29.7,0,0
2012-01-03 21:31:00,126.46,-38.3,-47.9,57,NNE,0,0,29.7,0,0
2012-01-03 21:40:00,123.67,-37.8,-47.1,58,NNE,0,0,29.7,0,0
2012-01-03 21:50:00,127.37,-37.8,-47.1,58,NNE,0,0,29.7,0,0
2012-01-03 22:00:00,124.02,-38.7,-48.6,56,NNE,0,0,29.7,0,0
2012-01-03 22:10:00,120,-39.2,-48.7,57,NNE,0,0,29.7,0,0
2012-01-03 22:16:00,118.55,-38.7,-48.3,57,NNE,0,0,29.7,0,0
2012-01-03 22:25:00,116.1,-37.4,-46.4,59,NNE,0,0,29.7,0,0
2012-01-03 22:31:00,114.14,-37,-46.1,59,NNE,0,0,29.69,0,0
2012-01-03 22:40:00,94.26,-38.7,-48.3,57,NNE,0,0,29.69,0,0
2012-01-03 22:51:00,85.4,-38.3,-47.6,58,NNE,0,0,29.69,0,0
2012-01-03 23:00:00,88.83,-38.3,-47.6,58,NNE,0,0,29.69,0,0
2012-01-03 23:10:00,123.35,-38.7,-48.3,57,NNE,0,0,29.69,0,0
2012-01-03 23:15:00,153.39,-38.7,-48,58,NNE,0,1,29.68,0,0
2012-01-03 23:25:00,185.24,-38.3,-47.6,58,NNE,0,0,29.68,0,0
2012-01-03 23:31:00,188.3,-38.7,-48.3,57,NNE,0,0,29.68,0,0
2012-01-03 23:40:00,193.78,-37.8,-46.8,59,NNE,0,0,29.68,0,0
2012-01-03 23:50:00,193.08,-37.8,-47.4,57,NNE,0,0,29.68,0,0
2012-01-03 23:55:00,189.42,-38.7,-48.6,56,NNE,0,0,29.68,0,0
2012-01-04 00:06:00,193.47,-38.3,-47.6,58,NNE,0,0,29.68,0,0
2012-01-04 00:15:00,186.62,-38.3,-47.9,57,NNE,0,0,29.68,0,0
2012-01-04 00:26:00,184.84,-38.7,-48.3,57,NNE,0,0,29.68,0,0
